query_date,status,pit_candidate_pool_size,n_matches,actual_recession,fwd_credit_spread_change,excluded_2020_flag,neighbor_recession_share_pit_observable_raw,neighbor_recession_share_pit_observable_shrunk,evaluable_neighbor_count_pit_observable,kernel_weight_sum_pit_observable,neighbor_recession_share_in_sample_raw,neighbor_recession_share_in_sample_shrunk,evaluable_neighbor_count_in_sample,kernel_weight_sum_in_sample,dropped_neighbor_count_in_sample,dropped_unresolved_count,unresolved_kernel_weight_in_sample,contamination_weight_fraction
2016Q4,ok,164,15,False,-0.4033333333333329,False,0.0,0.05945676015416652,15,10.760955290203158,0.0,0.05945676015416652,15,10.760955290203158,0,0,0.0,0.0
2017Q1,ok,165,18,False,0.09999999999999964,False,0.16411683981005687,0.18424091637228357,18,13.191118024428459,0.16411683981005687,0.18424091637228357,18,13.191118024428459,0,0,0.0,0.0
2017Q2,ok,166,30,False,0.02999999999999936,False,0.26472105928631773,0.26574081657535925,29,20.55329114189524,0.25703639394410793,0.25898413770399004,30,21.167776747154765,0,1,0.6144856052595242,0.029029293562542857
2017Q3,ok,167,37,False,0.1333333333333342,False,0.2017989060230046,0.20931891965123273,35,25.295839692905094,0.1904605152479157,0.19874192067137145,37,26.801737726672496,0,2,1.5058980337674026,0.056186581971838574
2017Q4,ok,168,43,True,0.2200000000000002,False,0.17580612961050382,0.1848954461832512,40,28.9895810673056,0.16318156308563928,0.17278175093130543,43,31.232364429541704,0,3,2.242783362236107,0.0718095924916504
2018Q1,ok,169,35,True,0.8033333333333337,True,0.24586640328612652,0.24898597074221387,32,22.831340228336636,0.22244167249263025,0.22778445076180243,35,25.235646905725186,0,3,2.4043066773885533,0.095274224051815
2018Q2,ok,170,35,True,1.3633333333333337,True,0.35315544234855006,0.34368211613435246,32,22.469882848773942,0.31811887709366254,0.313245856555061,35,24.944641731029627,0,3,2.4747588822556836,0.09921003913145937
2018Q3,ok,171,39,True,0.7766666666666668,True,0.36637113623527223,0.35623877339936705,35,24.726167634708634,0.3279951897845066,0.32258015848343835,39,27.619167637866166,0,4,2.8930000031575283,0.10474609666336197
2018Q4,ok,172,33,True,0.3300000000000005,True,0.35424422281277745,0.34422024932777673,30,21.39659787832095,0.3533332631780408,0.3441880990296458,33,23.442168497844197,0,3,2.045570619523244,0.0872602984536759
2019Q1,ok,173,31,True,-0.16666666666666607,True,0.3820154221224501,0.3678126477351699,29,20.08453540451669,0.38899152512828644,0.3746959115508241,31,21.398585993743424,0,2,1.3140505892267347,0.061408290697849865
2019Q2,ok,174,32,True,-0.30333333333333345,True,0.2700986748670369,0.2704282367008521,30,20.928115368876554,0.2839824745571355,0.2826453364279507,32,22.252144675714476,0,2,1.324029306837923,0.05950119982290699
2019Q3,ok,175,24,True,-0.3100000000000003,True,0.08713526051509946,0.11652345200011939,23,15.945569921181626,0.12413478545416788,0.14685631623607784,24,16.61916501568751,0,1,0.673595094505887,0.04053122367279301
2019Q4,ok,176,29,True,-0.3466666666666669,True,0.10651822747515657,0.12864804034115845,29,19.531918311988576,0.10651822747515657,0.12864804034115845,29,19.531918311988576,0,0,0.0,0.0
2020Q1,ok,177,18,True,-0.5066666666666668,True,0.3465016530663598,0.33087596274430386,17,11.164055248481377,0.38331175715956334,0.3609419885255225,18,11.830437396300605,0,1,0.6663821478192263,0.056327769252860004
2020Q2,unprecedented_state,178,0,False,-1.1333333333333333,False,,,0,0.0,,,0,0.0,0,0,0.0,
2020Q3,unprecedented_state,179,0,False,-0.4199999999999995,False,,,0,0.0,,,0,0.0,0,0,0.0,
2020Q4,ok,180,4,False,-0.29333333333333345,False,0.0,0.1469017581960457,4,2.5695849268864768,0.0,0.1469017581960457,4,2.5695849268864768,0,0,0.0,0.0
2021Q1,unprecedented_state,181,0,False,-0.19666666666666632,False,,,0,0.0,,,0,0.0,0,0,0.0,
2021Q2,unprecedented_state,182,0,False,0.13000000000000056,False,,,0,0.0,,,0,0.0,0,0,0.0,
2021Q3,unprecedented_state,183,0,False,-0.08999999999999919,False,,,0,0.0,,,0,0.0,0,0,0.0,
2021Q4,unprecedented_state,184,0,False,-0.02666666666666706,False,,,0,0.0,,,0,0.0,0,0,0.0,
2022Q1,unprecedented_state,185,0,False,-0.43333333333333357,False,,,0,0.0,,,0,0.0,0,0,0.0,
2022Q2,unprecedented_state,186,0,False,-0.6066666666666674,False,,,0,0.0,,,0,0.0,0,0,0.0,
2022Q3,unprecedented_state,187,0,False,-0.5700000000000003,False,,,0,0.0,,,0,0.0,0,0,0.0,
2022Q4,unprecedented_state,188,0,False,-0.6899999999999995,False,,,0,0.0,,,0,0.0,0,0,0.0,
2023Q1,unprecedented_state,189,0,False,-0.4300000000000006,False,,,0,0.0,,,0,0.0,0,0,0.0,
2023Q2,ok,190,2,False,-0.24333333333333362,False,0.5102668613474246,0.3431011736676922,2,1.2629487890226627,0.5102668613474246,0.3431011736676922,2,1.2629487890226627,0,0,0.0,0.0
2023Q3,ok,191,3,False,-0.10333333333333439,False,0.34118226557791104,0.29886403451973925,3,1.8528724716686438,0.34118226557791104,0.29886403451973925,3,1.8528724716686438,0,0,0.0,0.0
2023Q4,unprecedented_state,192,0,False,-0.009999999999999787,False,,,0,0.0,,,0,0.0,0,0,0.0,
2024Q1,ok,193,1,False,0.14000000000000057,False,1.0,0.40294813689464876,1,0.6543193592433272,1.0,0.40294813689464876,1,0.6543193592433272,0,0,0.0,0.0
2024Q2,ok,194,13,False,0.14000000000000057,False,0.39943858055416553,0.36714029643751334,13,8.769477353897294,0.39943858055416553,0.36714029643751334,13,8.769477353897294,0,0,0.0,0.0
