date,score_total,confidence,environment,layer_agreement,layer_monetary,layer_credit,layer_volatility,layer_breadth,layer_positioning,dq_monetary,dq_credit,dq_volatility,dq_breadth,dq_positioning,status_monetary,status_credit,status_volatility,status_breadth,status_positioning,volume_confirmation,signal_time,fwd_ret_oc_1d,fwd_ret_cc_1d,fwd_ret_cc_3d,fwd_ret_cc_5d,fwd_ret_cc_10d,fwd_ret_cc_21d,fwd_ret_cc_63d,fwd_ret_cc_126d,fwd_ret_cc_252d,fwd_5d_max_upside_pct,fwd_5d_max_drawdown_pct,tail_loss_3d_1p5,tail_loss_5d_2p5,big_win_3d_1p5,fwd_ret_cc_1m,fwd_ret_cc_3m,fwd_ret_cc_6m,fwd_ret_cc_1y,spy_ret_1d,spy_open,spy_close,spy_prev_close,spy_high,spy_low,spy_clv,spy_range_pct,spy_vol,spy_vol_vs_20d_pct,spy_vol_z_20d,vix_level,vix_z_20d,vix_change_pct_1d,vix_term_slope,vvix_level,vvix_z,skew_level,net_liquidity_z,nfci_inverted,m2_growth_yoy,hy_spread_level,hy_spread_z,hy_spread_chg_4w,ig_spread_level,ig_spread_z,baa_spread_level,baa_spread_z,baa_spread_chg_4w,aaa_spread_level,aaa_spread_z,hyg_tlt_ratio_z,pct_above_200d,rsp_minus_spy,rsp_vs_spy_z,new_highs_minus_lows_z,dispersion,sectors_green,cot_net_large_spec_z,aaii_bull_minus_bear,ret_BTC-USD_1d,ret_DIA_1d,ret_GLD_1d,ret_HYG_1d,ret_IWM_1d,ret_QQQ_1d,ret_RSP_1d,ret_SPY_1d,ret_TLT_1d,ret_USO_1d,ret_^SKEW_1d,ret_^VIX_1d,ret_^VIX3M_1d,ret_^VVIX_1d,ret_BTC-USD_5d,ret_DIA_5d,ret_GLD_5d,ret_HYG_5d,ret_IWM_5d,ret_QQQ_5d,ret_RSP_5d,ret_SPY_5d,ret_TLT_5d,ret_USO_5d,ret_^SKEW_5d,ret_^VIX_5d,ret_^VIX3M_5d,ret_^VVIX_5d,ret_BTC-USD_21d,ret_DIA_21d,ret_GLD_21d,ret_HYG_21d,ret_IWM_21d,ret_QQQ_21d,ret_RSP_21d,ret_SPY_21d,ret_TLT_21d,ret_USO_21d,ret_^SKEW_21d,ret_^VIX_21d,ret_^VIX3M_21d,ret_^VVIX_21d,ret_XLB_1d,ret_XLC_1d,ret_XLE_1d,ret_XLF_1d,ret_XLI_1d,ret_XLK_1d,ret_XLP_1d,ret_XLRE_1d,ret_XLU_1d,ret_XLV_1d,ret_XLY_1d,feature_version
6/20/14,69.52,62.5,Risk-On Rotation Day,0.4,5.86,7.02,7.84,7.68,6.09,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,0.748074019,open,-0.000459095,-0.000306204,-0.0018373,-0.000612407,0.008012616,0.011534115,0.024293123,0.055323039,0.081402454,0.003368397,-0.010870699,0,0,0,0.011534115,0.024293123,0.055323039,0.081402454,-0.002748337,196.0299988,195.9400024,196.4799957,196.1000061,195.6999969,0.2,0.204148796,100587000,0.306343507,1.55097203,10.85000038,-1.181772047,0.021657297,2.019999504,73.33000183,-0.368522167,143.2599945,-0.853687681,1.049469018,6.491455906,,,,,,220,-1.325376538,-5,163,-0.83364577,-0.806850826,100,0.002097186,1.748710471,,0.006422943,3,-1.69502733,11.0465,,-5.91E-05,-0.003466224,0.000945023,0.003309005,-0.00150691,-0.000651152,-0.002748337,0.007570331,0.004855574,0.033547319,0.021657297,0.013385833,-0.001089795,,0.008710218,0.028789858,0.004002158,0.023012404,0.004874317,0.014678664,0.009323636,-0.003120807,0.005112494,0.121145687,-0.109195393,-0.066715017,-0.081192782,,0.024851535,0.016962783,0.007290812,0.078726483,0.044236836,0.045937878,0.036006965,-0.004097622,0.035281732,0.156348335,-0.089000796,-0.072098054,0.101712808,0.001412138,,0.005278872,0,-0.00036338,-0.006779618,-0.009853229,,-0.014509168,0.004635741,-0.006913121,v2_layers_2026
6/23/14,69.06,62.5,Risk-On Rotation Day,0.4,5.85,6.97,7.53,7.86,6.09,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,0.462268991,close,-0.000561256,-0.006024137,-0.002246286,-0.000816845,0.001837863,0.014090231,0.016693838,0.054318966,0.082499428,0.003675726,-0.007555702,0,0,0,0.014090231,0.016693838,0.054318966,0.082499428,-0.000306204,195.9900055,195.8800049,195.9400024,196.0500031,195.5200043,0.358495998,0.270573191,70611000,-0.088593969,-0.462268991,10.97999954,-0.907221978,0.011981489,1.940000534,72.58000183,-0.440060364,139.4100037,-0.852932555,1.04254324,6.491455906,,,,,,219,-1.362952447,-5,162,-0.904854693,-0.691092839,100,-0.000606082,1.653886514,,0.003559413,5,-1.69502733,11.0465,,-0.00100543,0.002766786,-0.000104921,-0.00194506,0.000215633,-0.000912286,-0.000306204,-0.003130645,-0.004069172,-0.026874152,0.011981489,0.003885019,-0.010227737,,0.007275337,0.036186901,0.004425692,0.016099829,0.004220773,0.01201325,0.008183703,-0.008716565,-0.000255255,0.091955868,-0.13201582,-0.075161072,-0.10944783,,0.022581494,0.017486166,0.00644072,0.065547078,0.039896867,0.041859225,0.033176901,-0.005798408,0.030255237,0.12718308,-0.087281813,-0.065798977,0.066412055,0.001410147,,0.003566835,0.002190079,-0.005816061,0.002887913,-0.005528527,,-0.003450691,-0.003790368,0.001210681,v2_layers_2026
6/23/14,67.48,62.5,Risk-On Rotation Day,0.4,5.86,6.9,7.47,7.2,6.09,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,-1.55097203,open,-0.000561256,-0.006024137,-0.002246286,-0.000816845,0.001837863,0.014090231,0.016693838,0.054318966,0.082499428,0.003675726,-0.007555702,0,0,0,0.014090231,0.016693838,0.054318966,0.082499428,-0.000306204,195.9900055,195.8800049,195.9400024,196.0500031,195.5200043,0.358495998,0.270573191,70611000,-0.088593969,-0.462268991,10.97999954,-0.907221978,0.011981489,1.940000534,72.58000183,-0.440060364,139.4100037,-0.852932555,1.04254324,6.491455906,,,,,,219,-1.362952447,-5,162,-0.904854693,-0.691092839,100,-0.000606082,1.653886514,,0.003559413,5,-1.69502733,11.0465,,-0.00100543,0.002766786,-0.000104921,-0.00194506,0.000215633,-0.000912286,-0.000306204,-0.003130645,-0.004069172,-0.026874152,0.011981489,0.003885019,-0.010227737,,0.007275337,0.036186901,0.004425692,0.016099829,0.004220773,0.01201325,0.008183703,-0.008716565,-0.000255255,0.091955868,-0.13201582,-0.075161072,-0.10944783,,0.022581494,0.017486166,0.00644072,0.065547078,0.039896867,0.041859225,0.033176901,-0.005798408,0.030255237,0.12718308,-0.087281813,-0.065798977,0.066412055,0.001410147,,0.003566835,0.002190079,-0.005816061,0.002887913,-0.005528527,,-0.003450691,-0.003790368,0.001210681,v2_layers_2026
6/24/14,63.95,62.5,Risk-On Rotation Day,0.4,5.85,6.79,6.67,6.6,5.9,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,-1.144634386,close,-0.004244882,0.004519799,0.005752493,0.011967139,0.012429369,0.020287607,0.017000501,0.065588107,0.081150505,0.00975865,-0.002311232,0,0,0,0.020287607,0.017000501,0.065588107,0.081150505,-0.006024137,195.5299988,194.6999969,195.8800049,196.5,194.4799957,-0.78217747,1.037495791,96237000,0.223048783,1.144634386,12.13000011,0.957517613,0.10473594,1.25,75.23999786,-0.152972274,134.6499939,-0.851251609,1.035709469,6.491455906,,,,,,218,-1.400139746,-5,163,-0.819551802,-1.156208124,100,-0.00115044,1.476142423,,0.006660609,2,-1.504163945,11.0465,,-0.006157176,0.001024871,-0.000839297,-0.01067611,-0.000969975,-0.007174576,-0.006024137,0.01013912,-0.001787531,-0.034143961,0.10473594,0.035603718,0.036649159,,-0.000773839,0.038436413,0.004323484,-0.001795324,0.002704165,0.000131434,-0.000667273,0.009324017,0.002564721,0.034337083,0.005804286,-0.020497784,-0.040428589,,0.012301714,0.019837773,0.005277602,0.042779324,0.031375164,0.029069788,0.022852591,-0.00106473,0.023834464,0.076080851,0.067781732,-0.017621129,0.125336482,-0.009454786,,-0.021028702,-0.006555983,-0.010054831,-0.005235622,-0.003557924,,0.003000948,0.000661719,-0.002418435,v2_layers_2026
6/24/14,69.06,62.5,Risk-On Rotation Day,0.4,5.85,6.97,7.53,7.86,6.09,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,0.462268991,open,-0.004244882,0.004519799,0.005752493,0.011967139,0.012429369,0.020287607,0.017000501,0.065588107,0.081150505,0.00975865,-0.002311232,0,0,0,0.020287607,0.017000501,0.065588107,0.081150505,-0.006024137,195.5299988,194.6999969,195.8800049,196.5,194.4799957,-0.78217747,1.037495791,96237000,0.223048783,1.144634386,12.13000011,0.957517613,0.10473594,1.25,75.23999786,-0.152972274,134.6499939,-0.851251609,1.035709469,6.491455906,,,,,,218,-1.400139746,-5,163,-0.819551802,-1.156208124,100,-0.00115044,1.476142423,,0.006660609,2,-1.504163945,11.0465,,-0.006157176,0.001024871,-0.000839297,-0.01067611,-0.000969975,-0.007174576,-0.006024137,0.01013912,-0.001787531,-0.034143961,0.10473594,0.035603718,0.036649159,,-0.000773839,0.038436413,0.004323484,-0.001795324,0.002704165,0.000131434,-0.000667273,0.009324017,0.002564721,0.034337083,0.005804286,-0.020497784,-0.040428589,,0.012301714,0.019837773,0.005277602,0.042779324,0.031375164,0.029069788,0.022852591,-0.00106473,0.023834464,0.076080851,0.067781732,-0.017621129,0.125336482,-0.009454786,,-0.021028702,-0.006555983,-0.010054831,-0.005235622,-0.003557924,,0.003000948,0.000661719,-0.002418435,v2_layers_2026
6/25/14,68.38,62.5,Risk-On Rotation Day,0.4,5.11,6.76,7.35,8.84,5.9,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,0.218008943,close,0.006639604,-0.000715816,0.000715816,0.008436414,0.00388585,0.010941811,0.020349707,0.062225166,0.073013594,0.004703948,-0.00741383,0,0,0,0.010941811,0.020349707,0.062225166,0.073013594,0.004519799,194.2899933,195.5800018,194.6999969,195.7799988,194.25,0.738565872,0.782287946,82782000,0.041425806,0.218008943,11.59000015,0.075827616,-0.044517721,1.519999504,72.30999756,-0.457281437,131.8200073,-1.730420412,1.028967827,6.491455906,,,,,,218,-1.391514489,-5,163,-0.812890135,-1.205781465,100,0.000210205,1.502289587,,0.00395981,8,-1.504163945,11.0465,,0.002442388,7.87E-05,0.001469964,0.008478913,0.00636466,0.004730004,0.004519799,0.002575954,0.005116418,-0.021017354,-0.044517721,-0.020179406,-0.038942057,,-0.003847712,0.035216432,0.001259659,-8.49E-05,0.003441967,-0.002608542,-0.003464754,0.004181505,0.007177714,0.017679368,0.092365742,0.038827241,0.007664373,,0.010872815,0.042183007,0.005799804,0.036714194,0.025164845,0.027960772,0.021198817,-0.004322493,0.030152112,0.066159883,0.006950471,-0.038856354,0.113317952,0.007920377,,0.007563533,0.000879886,0.000923347,0.003947409,-0.001562144,,0.00368239,0.010910892,0.008484811,v2_layers_2026
6/25/14,63.95,62.5,Risk-On Rotation Day,0.4,5.85,6.79,6.67,6.6,5.9,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,-1.144634386,open,0.006639604,-0.000715816,0.000715816,0.008436414,0.00388585,0.010941811,0.020349707,0.062225166,0.073013594,0.004703948,-0.00741383,0,0,0,0.010941811,0.020349707,0.062225166,0.073013594,0.004519799,194.2899933,195.5800018,194.6999969,195.7799988,194.25,0.738565872,0.782287946,82782000,0.041425806,0.218008943,11.59000015,0.075827616,-0.044517721,1.519999504,72.30999756,-0.457281437,131.8200073,-1.730420412,1.028967827,6.491455906,,,,,,218,-1.391514489,-5,163,-0.812890135,-1.205781465,100,0.000210205,1.502289587,,0.00395981,8,-1.504163945,11.0465,,0.002442388,7.87E-05,0.001469964,0.008478913,0.00636466,0.004730004,0.004519799,0.002575954,0.005116418,-0.021017354,-0.044517721,-0.020179406,-0.038942057,,-0.003847712,0.035216432,0.001259659,-8.49E-05,0.003441967,-0.002608542,-0.003464754,0.004181505,0.007177714,0.017679368,0.092365742,0.038827241,0.007664373,,0.010872815,0.042183007,0.005799804,0.036714194,0.025164845,0.027960772,0.021198817,-0.004322493,0.030152112,0.066159883,0.006950471,-0.038856354,0.113317952,0.007920377,,0.007563533,0.000879886,0.000923347,0.003947409,-0.001562144,,0.00368239,0.010910892,0.008484811,v2_layers_2026
6/26/14,64.43,62.5,Risk-On Rotation Day,0.4,5.11,6.68,7.25,7.47,5.39,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,-0.259799195,close,-0.000869067,0.001944356,0.00813547,0.014121953,0.005986483,0.01207532,0.004604963,0.063088424,0.073577593,0.005423647,-0.006702812,0,0,0,0.01207532,0.004604963,0.063088424,0.073577593,-0.000715816,195.6100006,195.4400024,195.5800018,195.6300049,194.1300049,0.746663411,0.767498967,84312000,0.04753817,0.259799195,11.63000011,0.136758294,0.003451248,1.43999958,72.86000061,-0.392659711,132.8099976,-1.725832281,1.022318568,6.491455906,,,,,,218,-1.383395551,-6,162,-0.884441449,-1.446203427,100,0.000846615,1.62747957,,0.00206165,4,-1.504163945,16.129,,-0.001188477,-0.002047362,-0.001048422,-0.001698488,0.000535914,0.000130798,-0.000715816,0.004784273,-0.008144558,0.007510167,0.003451248,-0.003051103,0.007606183,,-0.005973118,-0.001654318,0.000420001,-0.002630219,0.004628056,-0.003907208,-0.005293126,0.02208007,-0.00408893,-0.041844045,0.095103601,0.02913385,-0.007492208,,0.011981489,0.045627117,0.004427558,0.0403576,0.028880016,0.029202071,0.021214325,-0.011763667,0.034235693,0.069495871,-0.004280838,-0.050835203,0.081490243,-0.000201534,,0.001100921,-0.003516449,-0.000738024,-0.001048517,-0.003576215,,0.002980992,0.001308226,0.000751248,v2_layers_2026
6/26/14,68.38,62.5,Risk-On Rotation Day,0.4,5.11,6.76,7.35,8.84,5.9,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,0.218008943,open,-0.000869067,0.001944356,0.00813547,0.014121953,0.005986483,0.01207532,0.004604963,0.063088424,0.073577593,0.005423647,-0.006702812,0,0,0,0.01207532,0.004604963,0.063088424,0.073577593,-0.000715816,195.6100006,195.4400024,195.5800018,195.6300049,194.1300049,0.746663411,0.767498967,84312000,0.04753817,0.259799195,11.63000011,0.136758294,0.003451248,1.43999958,72.86000061,-0.392659711,132.8099976,-1.725832281,1.022318568,6.491455906,,,,,,218,-1.383395551,-6,162,-0.884441449,-1.446203427,100,0.000846615,1.62747957,,0.00206165,4,-1.504163945,16.129,,-0.001188477,-0.002047362,-0.001048422,-0.001698488,0.000535914,0.000130798,-0.000715816,0.004784273,-0.008144558,0.007510167,0.003451248,-0.003051103,0.007606183,,-0.005973118,-0.001654318,0.000420001,-0.002630219,0.004628056,-0.003907208,-0.005293126,0.02208007,-0.00408893,-0.041844045,0.095103601,0.02913385,-0.007492208,,0.011981489,0.045627117,0.004427558,0.0403576,0.028880016,0.029202071,0.021214325,-0.011763667,0.034235693,0.069495871,-0.004280838,-0.050835203,0.081490243,-0.000201534,,0.001100921,-0.003516449,-0.000738024,-0.001048517,-0.003576215,,0.002980992,0.001308226,0.000751248,v2_layers_2026
6/27/14,66.02,62.5,Risk-On Rotation Day,0.4,4.95,6.62,7.44,8.28,5.39,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,-0.593036708,close,0.004308194,-0.000510704,0.007200431,0.008630309,0.009089974,0.005770552,0.010621931,0.064446914,0.049024566,0.003472539,-0.008630387,0,0,0,0.005770552,0.010621931,0.064446914,0.049024566,0.001944356,194.9799957,195.8200073,195.4400024,195.8800049,194.8899994,0.878793483,0.505569123,71445100,-0.109633005,-0.593036708,11.26000023,-0.45949161,-0.031814263,1.559999466,72.72000122,-0.402705394,135.3600006,-1.720744923,0.825218848,6.491455906,,,,,,220,-1.283035443,-2,163,-0.798976158,-1.389038209,100,0.000670667,1.719541135,,0.002857661,6,-1.504163945,16.129,,0.000535438,-0.000552353,0,0.006720487,0.004392583,0.002615023,0.001944356,-0.001499037,0.000256565,0.019200385,-0.031814263,-0.019127774,-0.001921485,,-0.005382089,0.001264851,-0.000524526,0.000761068,0.010563796,-0.000651675,-0.000612407,0.012880096,-0.008647003,-0.055144452,0.037788003,-0.003885019,-0.008318568,,0.008334329,0.047296189,0.003475533,0.0438387,0.026834577,0.025819402,0.017934253,-0.007971999,0.028224735,0.075908141,-0.026793386,-0.064916144,0.086508306,-0.003022929,,0,0.003969966,0.002400315,0.006035149,0.001794482,,0.003886561,-0.002613096,0.002401982,v2_layers_2026
6/27/14,64.43,62.5,Risk-On Rotation Day,0.4,5.11,6.68,7.25,7.47,5.39,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,-0.259799195,open,0.004308194,-0.000510704,0.007200431,0.008630309,0.009089974,0.005770552,0.010621931,0.064446914,0.049024566,0.003472539,-0.008630387,0,0,0,0.005770552,0.010621931,0.064446914,0.049024566,0.001944356,194.9799957,195.8200073,195.4400024,195.8800049,194.8899994,0.878793483,0.505569123,71445100,-0.109633005,-0.593036708,11.26000023,-0.45949161,-0.031814263,1.559999466,72.72000122,-0.402705394,135.3600006,-1.720744923,0.825218848,6.491455906,,,,,,220,-1.283035443,-2,163,-0.798976158,-1.389038209,100,0.000670667,1.719541135,,0.002857661,6,-1.504163945,16.129,,0.000535438,-0.000552353,0,0.006720487,0.004392583,0.002615023,0.001944356,-0.001499037,0.000256565,0.019200385,-0.031814263,-0.019127774,-0.001921485,,-0.005382089,0.001264851,-0.000524526,0.000761068,0.010563796,-0.000651675,-0.000612407,0.012880096,-0.008647003,-0.055144452,0.037788003,-0.003885019,-0.008318568,,0.008334329,0.047296189,0.003475533,0.0438387,0.026834577,0.025819402,0.017934253,-0.007971999,0.028224735,0.075908141,-0.026793386,-0.064916144,0.086508306,-0.003022929,,0,0.003969966,0.002400315,0.006035149,0.001794482,,0.003886561,-0.002613096,0.002401982,v2_layers_2026
6/30/14,63.86,62.5,Risk-On Rotation Day,0.4,4.94,6.62,7.04,7.65,5.39,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,0.707218315,close,0.000102219,0.006693223,0.012671141,0.002656879,0.007715075,0.00643774,0.009298958,0.066421418,0.051757638,0.009758858,-0.008123832,0,0,0,0.00643774,0.009298958,0.066421418,0.051757638,-0.000510704,195.6999969,195.7200012,195.8200073,196.1699982,195.5299988,-0.406241804,0.326997438,70201200,-0.128147302,-0.707218315,11.56999969,0.050053682,0.027531035,1.440000534,71.55999756,-0.521833242,139.3500061,-1.723111218,0.819624038,6.491455906,,,,,,218,-1.368117902,-4,162,-0.871456228,-1.537195088,100,0.000901925,1.847277362,,0.003507752,4,-1.504163945,16.129,,-0.001664975,0.010895228,-0.00083965,0.003971618,0.001706706,0.00039122,-0.000510704,0.002472614,-0.002565379,0.029476991,0.027531035,0.014820635,-0.015951645,,-0.006038744,0.009381118,-0.001258946,0.006693789,0.012070296,0.000652171,-0.000816845,0.018573349,-0.007150122,-0.000430368,0.053734078,0.006965956,-0.014053517,,0.005750954,0.063190177,0.001578053,0.052720157,0.028474495,0.024849708,0.0157775,-0.005083276,0.031847154,0.121709751,0.014912288,-0.053818165,0.053127311,0.003436389,,0.000799858,-0.000878726,-0.004236499,0.00026078,-0.000895677,,0.007970815,-0.003929882,-0.000449285,v2_layers_2026
6/30/14,66.02,62.5,Risk-On Rotation Day,0.4,4.95,6.62,7.44,8.28,5.39,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,-0.593036708,open,0.000102219,0.006693223,0.012671141,0.002656879,0.007715075,0.00643774,0.009298958,0.066421418,0.051757638,0.009758858,-0.008123832,0,0,0,0.00643774,0.009298958,0.066421418,0.051757638,-0.000510704,195.6999969,195.7200012,195.8200073,196.1699982,195.5299988,-0.406241804,0.326997438,70201200,-0.128147302,-0.707218315,11.56999969,0.050053682,0.027531035,1.440000534,71.55999756,-0.521833242,139.3500061,-1.723111218,0.819624038,6.491455906,,,,,,218,-1.368117902,-4,162,-0.871456228,-1.537195088,100,0.000901925,1.847277362,,0.003507752,4,-1.504163945,16.129,,-0.001664975,0.010895228,-0.00083965,0.003971618,0.001706706,0.00039122,-0.000510704,0.002472614,-0.002565379,0.029476991,0.027531035,0.014820635,-0.015951645,,-0.006038744,0.009381118,-0.001258946,0.006693789,0.012070296,0.000652171,-0.000816845,0.018573349,-0.007150122,-0.000430368,0.053734078,0.006965956,-0.014053517,,0.005750954,0.063190177,0.001578053,0.052720157,0.028474495,0.024849708,0.0157775,-0.005083276,0.031847154,0.121709751,0.014912288,-0.053818165,0.053127311,0.003436389,,0.000799858,-0.000878726,-0.004236499,0.00026078,-0.000895677,,0.007970815,-0.003929882,-0.000449285,v2_layers_2026
7/1/14,66.86,62.5,Risk-On Rotation Day,0.4,4.98,6.68,7.42,8.93,5.01,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,0.607321976,close,0.004230387,0.001015058,0.002436156,0.000456765,0.004720134,-0.019996967,-5.07E-05,0.05364669,0.053139122,0.003045253,-0.01471854,0,0,0,-0.019996967,-5.07E-05,0.05364669,0.053139122,0.006693223,196.1999969,197.0299988,195.7200012,197.6300049,196.1300049,0.199991862,0.76130539,90470000,0.106115774,0.607321976,11.14999962,-0.579490954,-0.036300785,1.590000153,69.27999878,-0.760850997,139.3600006,-1.710627478,0.814100337,6.61093942,,,,,,219,-1.311903318,-3,164,-0.708457497,-1.265665264,100,-0.001478759,1.606748003,,0.006453822,8,-1.120864117,16.129,,0.007802713,-0.002655392,-0.004096632,0.01018432,0.010967935,0.005214464,0.006693223,-0.010923167,-0.000514415,7.17E-05,-0.036300785,-0.020753302,-0.031861359,,0.007922809,0.005670134,-0.004514913,0.027920473,0.02416403,0.013138878,0.011967139,-0.002664799,-0.005883846,0.034979628,-0.080791466,-0.047832611,-0.079213175,,0.011961723,0.066833753,0.005195058,0.06922046,0.040780543,0.028407537,0.021410083,-0.006019833,0.035438366,0.129976474,-0.037133015,-0.082132589,0.007562487,0.002417384,,0.000599452,0.006156596,0.006104292,0.010169575,0.002241199,,-0.009941226,0.012658172,0.010638284,v2_layers_2026
7/1/14,63.86,62.5,Risk-On Rotation Day,0.4,4.94,6.62,7.04,7.65,5.39,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,0.707218315,open,0.004230387,0.001015058,0.002436156,0.000456765,0.004720134,-0.019996967,-5.07E-05,0.05364669,0.053139122,0.003045253,-0.01471854,0,0,0,-0.019996967,-5.07E-05,0.05364669,0.053139122,0.006693223,196.1999969,197.0299988,195.7200012,197.6300049,196.1300049,0.199991862,0.76130539,90470000,0.106115774,0.607321976,11.14999962,-0.579490954,-0.036300785,1.590000153,69.27999878,-0.760850997,139.3600006,-1.710627478,0.814100337,6.61093942,,,,,,219,-1.311903318,-3,164,-0.708457497,-1.265665264,100,-0.001478759,1.606748003,,0.006453822,8,-1.120864117,16.129,,0.007802713,-0.002655392,-0.004096632,0.01018432,0.010967935,0.005214464,0.006693223,-0.010923167,-0.000514415,7.17E-05,-0.036300785,-0.020753302,-0.031861359,,0.007922809,0.005670134,-0.004514913,0.027920473,0.02416403,0.013138878,0.011967139,-0.002664799,-0.005883846,0.034979628,-0.080791466,-0.047832611,-0.079213175,,0.011961723,0.066833753,0.005195058,0.06922046,0.040780543,0.028407537,0.021410083,-0.006019833,0.035438366,0.129976474,-0.037133015,-0.082132589,0.007562487,0.002417384,,0.000599452,0.006156596,0.006104292,0.010169575,0.002241199,,-0.009941226,0.012658172,0.010638284,v2_layers_2026
7/2/14,65.43,62.5,Risk-On Rotation Day,0.4,5.21,6.85,7.6,7.6,5.01,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,-1.999633855,close,0.000913437,0.004918122,-0.005019471,-0.004512495,-0.007706683,-0.023982132,-0.014602189,0.042133538,0.051107854,0.005374424,-0.011864303,0,0,0,-0.023982132,-0.014602189,0.042133538,0.051107854,0.001015058,197.0500031,197.2299957,197.0299988,197.4799957,196.9600067,0.038441223,0.26364601,52475000,-0.35722347,-1.999633855,10.81999969,-1.013414684,-0.029596407,1.670000076,68.15000153,-0.875597165,140.3699951,-1.432731544,0.808649628,6.61093942,,,,,,220,-1.255672731,-3,163,-0.781485702,-0.801164378,100,-0.001663522,1.341123987,,0.00701067,5,-1.120864117,16.129,,0.001182015,0,0.000632899,-0.007665374,0.001685233,-0.000648464,0.001015058,-0.01068754,-0.011837341,0.007247377,-0.029596407,-0.019623234,-0.016310584,,0.006655545,0.005590984,-0.005346975,0.011464955,0.019401839,0.007715396,0.008436414,-0.015858961,-0.022652058,0.064861078,-0.066436622,-0.047292136,-0.057530026,,0.014249728,0.064077949,0.005724594,0.063582737,0.042991864,0.028014921,0.02297714,-0.004391842,0.020191343,0.152557632,-0.088458315,-0.096237334,-0.00058661,0.001205815,,-0.001497619,-0.000874117,-0.001654719,0.00103245,0.002683339,,-0.019397501,0.00762989,0.00148267,v2_layers_2026
7/2/14,66.86,62.5,Risk-On Rotation Day,0.4,4.98,6.68,7.42,8.93,5.01,0.75,1,0.86,0.6,0.4,neutral,bullish,bullish,bullish,neutral,0.607321976,open,0.000913437,0.004918122,-0.005019471,-0.004512495,-0.007706683,-0.023982132,-0.014602189,0.042133538,0.051107854,0.005374424,-0.011864303,0,0,0,-0.023982132,-0.014602189,0.042133538,0.051107854,0.001015058,197.0500031,197.2299957,197.0299988,197.4799957,196.9600067,0.038441223,0.26364601,52475000,-0.35722347,-1.999633855,10.81999969,-1.013414684,-0.029596407,1.670000076,68.15000153,-0.875597165,140.3699951,-1.432731544,0.808649628,6.61093942,,,,,,220,-1.255672731,-3,163,-0.781485702,-0.801164378,100,-0.001663522,1.341123987,,0.00701067,5,-1.120864117,16.129,,0.001182015,0,0.000632899,-0.007665374,0.001685233,-0.000648464,0.001015058,-0.01068754,-0.011837341,0.007247377,-0.029596407,-0.019623234,-0.016310584,,0.006655545,0.005590984,-0.005346975,0.011464955,0.019401839,0.007715396,0.008436414,-0.015858961,-0.022652058,0.064861078,-0.066436622,-0.047292136,-0.057530026,,0.014249728,0.064077949,0.005724594,0.063582737,0.042991864,0.028014921,0.02297714,-0.004391842,0.020191343,0.152557632,-0.088458315,-0.096237334,-0.00058661,0.001205815,,-0.001497619,-0.000874117,-0.001654719,0.00103245,0.002683339,,-0.019397501,0.00762989,0.00148267,v2_layers_2026
