date,score_total,confidence,environment,volume_confirmation,comp__risk_on,comp__trend_strength,comp__vol_mood,comp__participation,comp__leadership_clarity,signal_time,fwd_ret_oc_1d,fwd_ret_cc_1d,fwd_ret_cc_3d,fwd_ret_cc_5d,fwd_ret_cc_10d,fwd_ret_cc_21d,fwd_ret_cc_63d,fwd_ret_cc_126d,fwd_ret_cc_252d,fwd_5d_max_upside_pct,fwd_5d_max_drawdown_pct,tail_loss_3d_1p5,tail_loss_5d_2p5,big_win_3d_1p5,fwd_ret_cc_1m,fwd_ret_cc_3m,fwd_ret_cc_6m,fwd_ret_cc_1y,spy_ret_1d,spy_open,spy_close,spy_prev_close,spy_high,spy_low,spy_clv,spy_range_pct,spy_vol,spy_vol_vs_20d_pct,spy_vol_z_20d,vix_level,vix_z_20d,vix_change_pct_1d,rsp_minus_spy,ret_SPY_1d,ret_QQQ_1d,ret_IWM_1d,ret_DIA_1d,ret_TLT_1d,ret_HYG_1d,ret_GLD_1d,ret_USO_1d,ret_BTC-USD_1d,ret_RSP_1d,ret_^VIX_1d,ret_SPY_5d,ret_QQQ_5d,ret_IWM_5d,ret_DIA_5d,ret_TLT_5d,ret_HYG_5d,ret_GLD_5d,ret_USO_5d,ret_BTC-USD_5d,ret_RSP_5d,ret_^VIX_5d,ret_SPY_21d,ret_QQQ_21d,ret_IWM_21d,ret_DIA_21d,ret_TLT_21d,ret_HYG_21d,ret_GLD_21d,ret_USO_21d,ret_BTC-USD_21d,ret_RSP_21d,ret_^VIX_21d,ret_XLB_1d,ret_XLC_1d,ret_XLE_1d,ret_XLF_1d,ret_XLI_1d,ret_XLK_1d,ret_XLP_1d,ret_XLRE_1d,ret_XLU_1d,ret_XLV_1d,ret_XLY_1d,dispersion,sectors_green,feature_version
2021-01-04,62.54,76.67,Mixed / Neutral,,5.0,6.27,10.0,0.0,10.0,close,-0.017372276401067532,0.006887328746690624,0.027956282219446127,0.02684452850429775,0.026736042525841608,0.03541310029011524,0.10122287943632968,0.1739200700797905,0.29534418066233714,,,0,0,1,0.03541310029011524,0.10122287943632968,0.1739200700797905,0.29534418066233714,,375.30999755859375,368.7900085449219,,375.45001220703125,364.82000732421875,-0.2530574981913391,0.028824004545984525,110210800.0,,,26.969999313354492,,,,,,,,,,,,-0.024712000360334718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,v1_02_22_2026
2021-01-04,50.0,60.0,Mixed / Neutral,,5.0,5.0,5.0,0.0,10.0,open,-0.017372276401067532,0.006887328746690624,0.027956282219446127,0.02684452850429775,0.026736042525841608,0.03541310029011524,0.10122287943632968,0.1739200700797905,0.29534418066233714,,,0,0,1,0.03541310029011524,0.10122287943632968,0.1739200700797905,0.29534418066233714,,375.30999755859375,368.7900085449219,,375.45001220703125,364.82000732421875,-0.2530574981913391,0.028824004545984525,110210800.0,,,26.969999313354492,,,,,,,,,,,,-0.024712000360334718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,v1_02_22_2026
2021-01-05,74.4,100.0,Mixed / Neutral,,5.0,4.7,10.0,7.5,10.0,close,0.008774736254260507,0.005978513184986323,0.026741775650878763,0.020036093799169485,0.03382443791333167,0.04001835673523946,0.09495599881687156,0.17001052208458423,0.28605285073046827,,,0,0,1,0.04001835673523946,0.09495599881687156,0.17001052208458423,0.28605285073046827,0.006887328746690624,368.1000061035156,371.3299865722656,368.7900085449219,372.5,368.04998779296875,0.4741527109136046,0.011983982893784474,66426200.0,,,25.34000015258789,,-0.06043749359531836,0.001624999978860675,0.006887328746690624,0.008244116947709434,0.015452224770873713,0.005027748666471155,-0.007426673979986087,0.0003443385944803534,0.0029616260665272787,0.04817781059710624,0.06319658000613337,0.0085123287255513,-0.06043749359531836,,,,,,,,,,,,,,,,,,,,,,,0.02245468171377696,0.0036100759875261623,0.044784004318767945,0.004470397562161832,0.009836806366133821,0.006489399466443446,0.0,-0.0011306080926999362,-0.0001635851064779592,0.0072598469852103165,0.007464574426510495,0.012748354004778927,8,v1_02_22_2026
2021-01-05,62.54,76.67,Mixed / Neutral,,5.0,6.27,10.0,0.0,10.0,open,0.008774736254260507,0.005978513184986323,0.026741775650878763,0.020036093799169485,0.03382443791333167,0.04001835673523946,0.09495599881687156,0.17001052208458423,0.28605285073046827,,,0,0,1,0.04001835673523946,0.09495599881687156,0.17001052208458423,0.28605285073046827,0.006887328746690624,368.1000061035156,371.3299865722656,368.7900085449219,372.5,368.04998779296875,0.4741527109136046,0.011983982893784474,66426200.0,,,25.34000015258789,,-0.06043749359531836,0.001624999978860675,0.006887328746690624,0.008244116947709434,0.015452224770873713,0.005027748666471155,-0.007426673979986087,0.0003443385944803534,0.0029616260665272787,0.04817781059710624,0.06319658000613337,0.0085123287255513,-0.06043749359531836,,,,,,,,,,,,,,,,,,,,,,,0.02245468171377696,0.0036100759875261623,0.044784004318767945,0.004470397562161832,0.009836806366133821,0.006489399466443446,0.0,-0.0011306080926999362,-0.0001635851064779592,0.0072598469852103165,0.007464574426510495,0.012748354004778927,8,v1_02_22_2026
2021-01-06,76.28,100.0,Mixed / Neutral,,5.0,5.64,10.0,7.5,10.0,close,0.010386509498370389,0.014857498305214323,0.013759911166925987,0.0167046471847605,0.02861732777603776,0.0379065831209644,0.09361531886887509,0.15358058495389804,0.2538616522252466,,,0,0,0,0.0379065831209644,0.09361531886887509,0.15358058495389804,0.2538616522252466,0.005978513184986323,369.7099914550781,373.54998779296875,371.3299865722656,376.9800109863281,369.1199951171875,0.12722232360215407,0.021041403094615687,107997700.0,,,25.06999969482422,,-0.010655108766291721,0.017923091997056106,0.005978513184986323,-0.013852295932646475,0.04091807756813637,0.014382553876573168,-0.020528180311526367,-0.0018359570775435818,-0.01624105266038789,0.005008897776112242,0.08331071417326141,0.02390160518204243,-0.010655108766291721,,,,,,,,,0.2536315210159654,,,,,,,,,,,,,,0.04092211294376624,-0.004796158407816775,0.030509306332022312,0.044162990618273446,0.023836742502170383,-0.017245348131660565,0.0007493318562434848,-0.0048104692390650294,0.024873186754742038,0.013711920840452585,0.010211066455489082,0.019044375029169246,8,v1_02_22_2026
2021-01-06,74.4,100.0,Mixed / Neutral,,5.0,4.7,10.0,7.5,10.0,open,0.010386509498370389,0.014857498305214323,0.013759911166925987,0.0167046471847605,0.02861732777603776,0.0379065831209644,0.09361531886887509,0.15358058495389804,0.2538616522252466,,,0,0,0,0.0379065831209644,0.09361531886887509,0.15358058495389804,0.2538616522252466,0.005978513184986323,369.7099914550781,373.54998779296875,371.3299865722656,376.9800109863281,369.1199951171875,0.12722232360215407,0.021041403094615687,107997700.0,,,25.06999969482422,,-0.010655108766291721,0.017923091997056106,0.005978513184986323,-0.013852295932646475,0.04091807756813637,0.014382553876573168,-0.020528180311526367,-0.0018359570775435818,-0.01624105266038789,0.005008897776112242,0.08331071417326141,0.02390160518204243,-0.010655108766291721,,,,,,,,,0.2536315210159654,,,,,,,,,,,,,,0.04092211294376624,-0.004796158407816775,0.030509306332022312,0.044162990618273446,0.023836742502170383,-0.017245348131660565,0.0007493318562434848,-0.0048104692390650294,0.024873186754742038,0.013711920840452585,0.010211066455489082,0.019044375029169246,8,v1_02_22_2026
2021-01-07,77.18,100.0,Mixed / Neutral,,5.0,4.84,10.0,8.75,10.0,close,0.007976601838113995,0.005697714659280706,-0.0008705277882629092,-0.001688247528708109,0.009970980528722917,0.03009760875338463,0.08543915486515474,0.1488261197620515,0.2343444866989326,,,0,0,0,0.03009760875338463,0.08543915486515474,0.1488261197620515,0.2343444866989326,0.014857498305214323,376.1000061035156,379.1000061035156,373.54998779296875,379.8999938964844,375.9100036621094,0.599002631095882,0.010524901530298336,68766800.0,,,22.3700008392334,,-0.10769840001825937,-0.004919183545557315,0.014857498305214323,0.02419198229397046,0.017796897332289507,0.007430026956980251,-0.008814351470596171,0.002873893621557544,-0.00233462025122122,0.012313050760188293,0.0691574669750421,0.009938314759657008,-0.10769840001825937,,,,,,,,,0.22547125655831324,,,,,,,,,,,,,,0.0074695284112222815,0.013252970379450835,0.014680751272304615,0.014426247018282545,0.005484727034360093,0.026954359142630002,-0.002995311641414533,0.0031276831412716533,-0.013092761948581222,0.013006156040796135,0.01929124735169485,0.010464941254137156,9,v1_02_22_2026
2021-01-07,76.28,100.0,Mixed / Neutral,,5.0,5.64,10.0,7.5,10.0,open,0.007976601838113995,0.005697714659280706,-0.0008705277882629092,-0.001688247528708109,0.009970980528722917,0.03009760875338463,0.08543915486515474,0.1488261197620515,0.2343444866989326,,,0,0,0,0.03009760875338463,0.08543915486515474,0.1488261197620515,0.2343444866989326,0.014857498305214323,376.1000061035156,379.1000061035156,373.54998779296875,379.8999938964844,375.9100036621094,0.599002631095882,0.010524901530298336,68766800.0,,,22.3700008392334,,-0.10769840001825937,-0.004919183545557315,0.014857498305214323,0.02419198229397046,0.017796897332289507,0.007430026956980251,-0.008814351470596171,0.002873893621557544,-0.00233462025122122,0.012313050760188293,0.0691574669750421,0.009938314759657008,-0.10769840001825937,,,,,,,,,0.22547125655831324,,,,,,,,,,,,,,0.0074695284112222815,0.013252970379450835,0.014680751272304615,0.014426247018282545,0.005484727034360093,0.026954359142630002,-0.002995311641414533,0.0031276831412716533,-0.013092761948581222,0.013006156040796135,0.01929124735169485,0.010464941254137156,9,v1_02_22_2026
2021-01-08,75.8,97.5,Mixed / Neutral,,5.0,6.65,10.0,6.25,10.0,close,0.001760459902208078,-0.006740825836411779,-0.003855639676468514,-0.01458321726952605,0.008209633328018384,0.023579683166617738,0.07968316661767982,0.1464092099272496,0.22249904107282026,0.0006032116216210248,-0.034648328264946904,0,0,0,0.023579683166617738,0.07968316661767982,0.1464092099272496,0.22249904107282026,0.005697714659280706,380.5899963378906,381.260009765625,379.1000061035156,381.489990234375,377.1000061035156,0.8952249202299601,0.011514410162130733,71677200.0,,,21.559999465942383,,-0.03620926879315989,-0.003943111007181477,0.005697714659280706,0.012857920032089076,-0.00216168012778184,0.0017391579546597313,-0.00322765458306451,0.0014901981430066602,-0.03420993723985433,0.02606433703144284,0.0362338992996023,0.0017546036520992292,-0.03620926879315989,,,,,,,,,0.2445116285387927,,,,,,,,,,,,,,-0.004812631769065878,0.003121270634405482,-0.001205764414900723,-0.000646427195166166,-0.0024490840055517715,0.006465489145083714,0.004957215450916541,0.010771005704745873,0.008412885394116332,0.00479326842263994,0.020619109339950814,0.006839405343565623,7,v1_02_22_2026
2021-01-08,77.18,100.0,Mixed / Neutral,,5.0,4.84,10.0,8.75,10.0,open,0.001760459902208078,-0.006740825836411779,-0.003855639676468514,-0.01458321726952605,0.008209633328018384,0.023579683166617738,0.07968316661767982,0.1464092099272496,0.22249904107282026,0.0006032116216210248,-0.034648328264946904,0,0,0,0.023579683166617738,0.07968316661767982,0.1464092099272496,0.22249904107282026,0.005697714659280706,380.5899963378906,381.260009765625,379.1000061035156,381.489990234375,377.1000061035156,0.8952249202299601,0.011514410162130733,71677200.0,,,21.559999465942383,,-0.03620926879315989,-0.003943111007181477,0.005697714659280706,0.012857920032089076,-0.00216168012778184,0.0017391579546597313,-0.00322765458306451,0.0014901981430066602,-0.03420993723985433,0.02606433703144284,0.0362338992996023,0.0017546036520992292,-0.03620926879315989,,,,,,,,,0.2445116285387927,,,,,,,,,,,,,,-0.004812631769065878,0.003121270634405482,-0.001205764414900723,-0.000646427195166166,-0.0024490840055517715,0.006465489145083714,0.004957215450916541,0.010771005704745873,0.008412885394116332,0.00479326842263994,0.020619109339950814,0.006839405343565623,7,v1_02_22_2026
